date,station,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
1999-09-17T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,78.0,48.0,78.0
1999-09-18T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,78.0,49.0,72.0
1999-09-19T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,73.0,56.0,71.0
1999-09-20T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,80.0,57.0,79.0
1999-09-21T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,87.0,48.0,87.0
1999-09-22T00:00:00,GHCND:USC00048351,,,0.04,0.0,0.0,82.0,54.0,80.0
1999-09-23T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,82.0,51.0,81.0
1999-09-24T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,81.0,76.0,49.0
1999-09-25T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,89.0,50.0,89.0
1999-09-26T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,97.0,51.0,97.0
1999-09-27T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,96.0,51.0,94.0
1999-09-28T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,96.0,51.0,94.0
1999-09-29T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,96.0,51.0,94.0
1999-09-30T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,95.0,52.0,93.0
1999-10-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,95.0,47.0,84.0
